ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date
515,"Bundled wind power generation project by KMSPL, India",Kanaka Management Services Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"12,729",Asia,2010-11-09,2019-11-01,2029-10-31
516,"5 MW Debal Grid-connected Hydroelectric Project in Uttaranchal, India",Chamoli Hydro Power Pvt. Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"23,880",Asia,2010-11-10,,
517,Shandong Changdao Wind Farm Project,"Shandong Changdao Wind Power Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"33,182",,2020-04-06,,
313,"Macaohe 9.8MW  hydro power project in Guizhou Province, China",Macaohe Hydro Power Development in Songtao County,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"26,969",,2020-04-06,,
315,"8.75 MW Bundled Wind Power Project in Maharashtra, India.",MODELAMA EXPORTS LTD,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"13,179",Asia,2020-04-06,2016-04-01,2026-03-31
316,PARAMONGA BAGASSE BOILER PROJECT,AGRO INDUSTRIAL PARAMONGA SAA,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management",,AM0036,Late to verify,Peru,"123,136",Latin America,2010-02-11,,
325,Lugouhe Hydropower Station Project,"Sichuan Ebian Lugouhe Hydroelectricity Co., Ltd.",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,"18,928",Asia,2020-04-06,,
326,Jinti Hydropower Station Project,"Sichuan Ebian Jindong Tiji Hydropower Co., Ltd.",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Verification approval request denied,China,"17,326",Asia,2020-04-06,,
327,Guosheng Hydropower Station Project,"Yanbian Mingyuan Electric Power Co., Ltd",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,China,"15,121",Asia,2020-04-06,,
328,Huangjueshu Hydropower Station Project,"Panzhihua Reshuihe Power Development Co., Ltd.",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,China,"24,357",Asia,2020-04-06,,
329,"Nova Dutra, São Silvestre and Vila Nova Fuel Switching Project",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,Brazil,"19,599",Latin America,2020-04-07,,
330,"Wutuhe Erji hydro power project in Guizhou Province, China","Wutuhe Hydro Power Development Co.,Ltd of Liupansh",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,China,"24,445",Asia,2020-04-06,2016-03-28,2026-03-27
331,Green Energy to Grid at Dhule Maharashtra,MSPL Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"36,804",Asia,2010-02-24,,
319,CGN Gansu Anxi Daliang 49.5MW Wind Power Project,"Gansu CGNPC Wind Power Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"115,912",,2020-04-06,,
321,"6.2 MW Bundled Wind Project in Tamil Nadu, Rajasthan and Maharashtra by Interocean.",Interocean Shipping (India) Pvt. Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"9,906",Asia,2020-04-06,,
322,Lara Ceramic fuel switching project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,Brazil,"10,275",Latin America,2020-04-07,,
323,Panorama Ceramic Fuel Switching Project,Indústria Cerâmica Panorama LTDA.,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Late to verify,Brazil,"7,398",Latin America,2020-04-06,,
333,Yunnan Dujiacun Small  Hydropower Project,"Luquan Yulong Power Generation Co., Ltd.",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,China,"35,000",Asia,2010-03-03,,
334,"Methane Recovery Project Cleanergy Wanroij, North Brabant, The Netherlands,",Cleanergy BV,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.C.; AMS-III.D.,Registered,Netherlands,"9,643",Europe,2020-06-04,,
335,"Methane Recovery Project Aben, Wanroij, North Brabant, The Netherlands",Aben Recycling BV,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.C.; AMS-III.D.; AMS-III.AO.,Registered,Netherlands,"18,021",Europe,2022-05-13,2016-05-01,2026-04-30
336,"Methane Recovery Project Houbensteyn Ysselsteyn, Limburg, The Netherlands",Houbensteyn milieu BV,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.C.; AMS-III.D.; AMS-III.AO.,Registered,Netherlands,"15,201",Europe,2022-05-17,,
338,"Methane Recovery Project Praktijkcentrum Sterksel, North Brabant, The Netherlands",Praktijkcentrum Sterksel,Energy industries (renewable/non-renewable sources),,AMS-I.C.; AMS-III.D.,Registered,Netherlands,"2,180",,2020-04-06,,
341,União and Dois Companheiros fuel switching project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Late to verify,Brazil,"30,042",Latin America,2011-09-07,,
342,Hsikou Hydro Power Project,Chianan Industry Co. Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,Taiwan,"36,227",,2020-04-06,,
343,"7.03 MW Bundled grid connected wind electricity generation project in Tamil Nadu and Karnataka, India",PKPN Spinning Mills Pvt Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"15,519",Asia,2010-02-20,,
348,"6 MW Biomass based power project, Nellore District, Andhra Pradesh, India.",BOLLINENI CASTINGS AND STEEL LIMITED,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"27,813",Asia,2010-03-03,2016-04-01,2026-03-31
349,"8.35 MW Wind Power Project at Guddarangavana Halli, District Chitradurga, State Karnataka, India.",MSPL Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"17,068",Asia,2020-04-06,,
351,"Bundled grid-connected wind electricity generation project identified as Bundle E5 in Maharashtra and Tamil Nadu, India",Kaypee Enterprises,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"23,020",Asia,2020-04-06,,
346,Wind power project by GFL in Gudhepanchgani,Gujarat Fluorochemicals Limited (GFL),Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"51,618",,2020-04-06,,
355,Inner Mongolia Baotou Bayin Wind Power Project,"Longyuan (Baotou) Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"500,678",Asia,2020-04-06,,
1260,Zé Tunin Small Hydropower Plant Project,Pequena Central Hidrelétrica Zé Tunin S.A.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,Brazil,"18,479",Latin America,2020-04-06,,
1262,Wind power project in Tamil Nadu,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"6,434",Asia,2014-03-31,,
1264,"Yunnan Longjiang 240MW Hydropower Project, in P.R. China",Yunnan Longjiang Hydropower Project Development Co,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"649,177",Asia,2014-04-04,,
1284,Kandil Dam and Hydroelectric Power Plant,Enerjisa Enerji Uretim  A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Crediting Period Renewal and Verification Approval Requested,Turkey,"260,055",Middle East,2020-04-06,,
1290,Biomass Based Power Project by Bahl Paper Mills Ltd at Kashipur,Kanaka Management Services Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Under development,India,"71,187",Asia,,,
1295,Biomass Based Steam Generation Plant,CHANAKYA DAIRY PRODUCTS LIMITED,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Under validation,India,"27,422",Asia,,2022-04-10,2032-04-09
1298,Biomass Based Steam Generation Project by Industrial Progressive India Limited,Industrial Progressive India Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Under validation,India,"33,700",Asia,,2022-07-17,2032-07-16
1304,Guohua Rongcheng Phase III Wind Farm Project,"Guohua Resourceful (Rongcheng) Wind Power Generation Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"89,823",Asia,2020-06-04,2020-10-17,2030-10-16
1305,CIty and County of Honolulu Solid Waste to Energy Facility - 3RD Boiler Expansion,"City of Honolulu, Department of Environmental Serv",Energy industries (renewable/non-renewable sources),,ACM0022; Methodology Under Development,Under validation,United States,"25,620",North America,,,
1307,Biomass Based Steam Generation Plant Farmgate Agro Milch,FARMGATE AGRO MILCH PRIVATE LIMITED,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Under validation,India,"38,960",Asia,,,
1302,Thermal Energy Generation Using Biomass by Kwality Dairy (India) Limited (KDIL),Kwality Limited (formerly known as Kwality Dairy (,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,India,"27,995",Asia,2014-04-01,2020-10-16,2030-10-15
1312,Inner Mongolia Tongliao Wind Farm Project Phase III,"Guohua (Tongliao) Wind Power Co.,Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"127,184",Asia,2014-04-14,,
1313,Inner Mongolia Tongliao Wind Farm Project Phase IV,"Guohua (Tongliao) Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"121,480",Asia,2014-05-12,,
1316,Biomass based renewable energy generation at Godrej Agrovet Ltd. Kanumolu,Godrej Agrovet Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,India,"12,577",Asia,2015-02-27,,
1320,Sichuan Baoxing Dongfeng Hydropower Project,"Sichuan Ya an Qingyuan Hydro energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Under development,China,"113,406",Asia,,,
1323,Bundled small scale wind energy VCS project activity by Envarrior Consulting Services-2,Cera Sanitaryware Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under development,India,"5,841",Asia,,,
1330,Midilli Hydroelectric Power Plant,Masat Enerji Elektrik Uretim ve Tic. Ltd. Sti.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"63,761",Middle East,2012-07-31,2022-12-27,2032-12-26
1335,Bundled Biomass Project in India,Kanaka Management Services Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Under development,India,"93,158",Asia,,2022-06-25,2032-06-24
1341,8.40MW Bundled Wind Power Project in Rajasthan by Friends Salt Works & Allied Ind. & Gautam Freight Pvt. Ltd.,Friends Salt Works & Allied Ind. & Gautam Freight,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under validation,India,"14,492",Asia,,,
1344,Murat HEPP,Murat HEPP Energy Electricity Generation and Trade,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"75,362",Asia,2014-09-15,,
1345,Boyabat Hydroelectric Power Plant,Boyabat Elektrik Uretim Ve Ticaret AS,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"580,882",Middle East,2014-10-24,,
1365,Bundled small scale wind energy VCS project activity by Envarrior Consulting Services-3,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under development,India,"3,140",Asia,,2020-03-30,2027-03-29
1401,"Solar Power Project in Gujarat, India",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under validation,India,"15,772",Asia,,2022-05-26,2032-05-25
1410,"Solar PV power project at Patan,India",Alex Astral Power Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registration and verification approval requested,India,"39,532",Asia,,,
1411,"Solar PV power project at Bikaner,India",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under validation,India,"8,310",Asia,,2022-02-21,2032-02-20
1412,Alakopru Hydro Power Plant,ENERSE Enerji Elektrik Ure. Ins. Mad. San. ve Tic.,Energy industries (renewable/non-renewable sources),,ACM0002,Under validation,Turkey,"51,102",Middle East,,2017-12-31,2027-12-30
1421,"Biomass Based Cogeneration Project By M/s SNS Starch Limited at Telengana, India",SNS Starch Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Under validation,India,"67,778",Asia,,,
1422,4.5MW Wind Power Project by Hira Group,Hira Steels Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under development,India,"8,802",Asia,,,
895,"20.8 MW Grid connected wind electricity generation project at Dhule, Maharashtra.",Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"33,008",Asia,2020-04-06,2016-04-01,2026-03-31
733,Biomass based steam generation project by Gujarat Ambuja Exports Ltd.,Gujarat Ambuja Exports Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,India,"45,523",Asia,2020-04-06,,
2263,Renewable Energy based power generation projects in Bangladesh,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002; AMS-I.D.,Late to verify,Bangladesh,"32,791",Asia,2020-11-20,,
1310,Guohua Tongliao Kezuo Zhongqi Phase I 49.5 MW Wind Farm Project,"Guohua (Tongliao) Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"111,877",Asia,2014-04-10,2019-01-16,2029-01-15
854,Waste Gas-based Cogeneration Project at Alexandria Carbon Black,Alexandria Carbon Black Co. S.A.E.,Energy industries (renewable/non-renewable sources),,VCS v1 Project Specific,Late to verify,Egypt,"26,597",Africa,2012-06-27,2022-05-03,2029-05-02
2257,Wind Power Project by M/s D. J. Malpani at Jath in Maharashtra,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Under development,India,"33,637",Asia,,2021-03-30,2028-03-29
1090,Solar PV power project by Roha Dyechem Pvt.  Ltd. (EKIESL.CDM.Aug-11-02),Roha Dyechem Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Withdrawn,India,"36,367",Asia,2020-06-04,2022-03-04,2032-03-03
2097,Tepekisla Dam & Hydropower Plant Project,SANKO Enerji Sanayi ve Ticaret A.Ş,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"114,337",Middle East,2020-06-12,2025-08-13,2035-08-12
887,Guangxi Youjiang Naji Navigation and Power Generation Project,Hightrack International (Hong Kong) Technology Lim,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"133,779",Asia,2012-08-31,2017-12-18,2027-12-17
2095,Duzce Aksu Hydro Electricity Power Plant,Aydem Yenilenebilir Enerji A.Ş.,Energy industries (renewable/non-renewable sources),,ACM0002,Crediting Period Renewal and Verification Approval Requested,Turkey,"75,382",Middle East,2021-02-12,,
2096,Akbas Hydroelectric Power Plant,Arı Su Enerji Üretim A.Ş.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,"24,574",Middle East,2021-05-11,,
2094,Koclu Regulator and Hydroelectric Power Plant (Koçlu Regulator & HEPP),SANKO Enerji Sanayi ve Ticaret A.Ş,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"54,206",Middle East,2020-06-12,2024-07-10,2034-07-09
2091,AKKENT-ÇALKUYUCAK HYDROELECTRIC POWER PLANT,DNZ ELEKTRİK ÜRETIM A.Ş.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,"21,534",Middle East,2021-05-11,,
2092,Kirazlık Hydroelectric  Power Plant Project,Baren Enerji Sanayi ve Ticaret Üretim A.Ş.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"81,307",Middle East,2021-03-18,,
2090,Wind Electricity Generation Project. - CER Conversion,Credits transferred from approved GHG program,Energy industries (renewable/non-renewable sources),,ACM0002,Units Transferred from Approved GHG Program,India,"80,937",Asia,,,
2089,Rio Taquesi Hydroelectric Power Project - CER Conversion,Credits transferred from approved GHG program,Energy industries (renewable/non-renewable sources),,ACM0002,Units Transferred from Approved GHG Program,Bolivia,"191,422",Latin America,,,
803,"9 MW grid connected bundled wind electricity generation project at Tirunelveli, Tamilnadu",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"23,189",Asia,2012-03-29,,
2242,Installation of wind power project in Rajasthan and Tamil Nadu,Wind Urja India Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"92,328",Asia,2021-01-05,2016-04-01,2026-03-31
2243,"Wind power project in Madhya Pradesh, India",Ratedi Wind Power Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"40,546",Asia,2021-02-09,2016-08-25,2026-08-24
2244,Lalpur wind farm in Gujarat,Tadas Wind Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"99,859",Asia,2021-01-14,,
2245,"Wind power project in Rajasthan, India",Ratedi Wind Power Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"40,546",Asia,2021-01-14,2018-07-01,2028-06-30
2246,Nallakonda wind farm in Andhra Pradesh,Lalpur Wind Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Under development,India,"100,630",Asia,,2022-07-07,2032-07-06
2247,Tadas Wind Farm in Karnataka,Lalpur Wind Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Under development,India,"181,436",Asia,,2022-05-03,2032-05-02
2248,Wind energy project by LWEPL-1,Lalpur Wind Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"101,865",Asia,2020-11-25,2017-01-01,2026-12-31
744,Pawan Urja Vistaran: Small entities combined wind power project in India - 2008,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"17,415",Asia,2020-04-06,,
2080,Jiro Kanto rural hydro-electricity in Alaotra-Mangoro,BETC Nanala,Energy industries (renewable/non-renewable sources),,AMS-I.L.,Registered,Madagascar,"12,748",Africa,2025-01-08,2020-04-01,2030-03-31
185,"Fuel-Switching Project from Fossil Fuels to Biomass in La Providencia, Arcor",Arcor Group,Energy industries (renewable/non-renewable sources); Manufacturing industries,,AM0036,Late to verify,Argentina,"41,700",Latin America,2020-04-06,2017-05-01,2027-04-30
817,Datong River Zhuchaxia Hydropower Station,GEPIC Darong Electric Power Company Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"121,617",Asia,2020-04-06,,
823,Datong River Tianwanggou Hydropower Station,GEPIC Darong Electric Power Company Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"179,797",Asia,2020-04-06,,
1301,Guohua Rongcheng Phase II Wind Farm Project,"Guohua Resourceful (Rongcheng) Wind Power Generation Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"84,622",Asia,2014-08-15,,
2240,N/A,Southern Power Company,Energy industries (renewable/non-renewable sources),,ACM0002,Withdrawn,United States,0,,,,
2239,Akbas Hydroelectric Power Plant -DUPLICATE,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Withdrawn,Turkey,"24,574",,,,
2238,Duzce Aksu Hydro Electricity Power Plant - DUPLICATE (replaced by VCSR1815),Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Withdrawn,Turkey,"75,382",,,,
2076,EOLO Wind Power Project,Credits transferred from approved GHG program,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Nicaragua,"110,054",Latin America,2019-12-23,2020-01-01,2026-12-31
264,"Kargilik 24 MW Hydropower Plant, Turkey",Tektuð Elektrik Üretim A.Þ.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Turkey,"40,528",Middle East,2020-04-06,2016-03-28,2026-03-27
598,"Keban 5 MW Hydropower Plant, Turkey",Tektuð Elektrik Üretim A.Þ.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,Turkey,"19,853",Middle East,2020-04-06,2017-05-09,2027-05-08
1406,Jingyuan County 100MW Solar Power Generation Project,"Gansu Deyou Energy Technology Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"128,589",Asia,2020-04-06,,
1362,Shandan Dongle Beitan 50MW Solar Power Generation Project,"Shandan Xiehe Solar power generation Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"64,743",Asia,2020-04-06,,
621,"Biomass based renewable energy project in a Solvent Extraction Plant, India",M/s. Ambika Solvex Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,India,"25,476",Asia,2020-04-06,,
2069,Greenfield Solar Power Mission by Fortum India,Fortum India Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Verification approval requested,India,"412,674",Asia,2020-12-06,2021-03-19,2031-03-18
1356,Jiangsu Dongtai Phase II Wind Power Project,"Guohua (Jiangsu) Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"338,010",Asia,2014-11-24,,
1200,Guohua Wulate Zhongqi Chuanjing Phase II Wind Farm Project,Guohua Bayannaoer (Wulate Zhongqi) Wind  Power Co.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"107,149",,2020-04-06,,
1196,Gansu Yongdeng Longlin Hydro Power Project,"Gansu Longlin Hydropower Development Co., Ltd",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,"30,559",,2014-02-05,,
2065,Renewable Energy Power Projects by Atria Power,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"314,814",Asia,2020-04-17,2018-01-25,2028-01-24
2066,PEBSA II-Del Bicentenario II Wind Farm,PEBSA,Energy industries (renewable/non-renewable sources),,ACM0002,Under development,Argentina,"56,325",Latin America,,2019-04-01,2029-03-31
2067,Rao Trang Hydro Power 4 & 3,Rao Trang Hydropower Joint Stock Company,Energy industries (renewable/non-renewable sources),,ACM0002,Under development,Viet Nam,"32,719",Asia,,2019-11-04,2029-11-03
2068,Solar PV Greenfield project by Azure India,Azure Power Forty three Pvt. Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Under development,India,"525,498",Asia,,2020-10-31,2030-10-30
2057,Renewable Solar Power Project By SolarArise India Projects Pvt. Ltd.,SolarArise India Projects Pvt. Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Verification approval requested,India,"44,541",Asia,2021-07-27,2021-01-05,2031-01-04
2058,50MW Greenfield Solar Plant in UP by Jakson Group,TEQ GREEN (JP) POWER XXXI PRIVATE LIMITED,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"85,873",Asia,2021-07-27,2021-07-01,2031-06-30
2059,Renewable Solar Power Project by Mahindra Renewables Private Limited,Mahindra Renewables Private Limited.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"389,911",Asia,2022-05-12,2018-07-06,2028-07-05
2060,Suba and Usaquen Hydroelectric Umbrella Project,Empresa de Acueducto y Alcantarillado de Bogota E.S.P,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Colombia,"8,284",Latin America,2020-11-10,2023-04-15,2033-04-14
2061,Diadema II Wind Farm,E G Wind S.A.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Argentina,"57,872",Latin America,2020-07-13,2019-09-18,2029-09-17
2062,West Huaybong 2 wind farm project,K.R. Two Company Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Withdrawn,Thailand,"131,141",,,,
2063,El Mataco y San Jorge Wind Farm,Luz de Tres Picos,Energy industries (renewable/non-renewable sources),,ACM0002,Under development,Argentina,"445,884",Latin America,,2020-07-01,2030-06-30
2064,Renewable Solar Power Project by Torrent Power,Torrent Power Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Under development,India,"92,075",Asia,,2019-08-31,2029-08-30
813,Inner Mongolia Chifeng Gaofeng Wind Power Project,"Chifeng Xinsheng Wind Power Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"150,915",Asia,2020-04-06,,
2048,Kunming Shilin Grid-connected Solar Power Generation Project,"Huaneng Shilin Photovolt Energy Development Co.,Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Withdrawn,China,"105,093",,,,
2049,Huaneng Daqing Aobao Wind Farm Project,"Daqing Lvyuan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Rejected by Administrator,China,"116,600",Asia,,2019-07-23,2026-07-22
2050,Huaneng Gansu Guazhou Ganhekou No.2 Wind Farm Project,"Huaneng Power International, Inc.",Energy industries (renewable/non-renewable sources),,ACM0002,Withdrawn,China,"408,376",,,,
2051,1944 MW SUDAIR SOLAR PROJECT,South Pole Carbon Asset Management Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Rejected by Administrator,Saudi Arabia,"3,374,490",Middle East,,2022-01-01,2031-12-31
2052,Renewable Wind Power Project by Axis Wind Farms (Rayalaseema) Pvt. Ltd,Axis Wind Farms (Rayalaseema) Pvt. Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"202,492",Asia,2020-08-20,2018-03-02,2028-03-01
2053,Smart Anatolia Bundled Solar Project,Smart Holding Anonim Sirketi,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Verification approval requested,Turkey,"26,420",Middle East,2020-11-18,2018-01-01,2027-12-31
2054,Installation of 240 MW Hydroelectric Project at Kutehr in the Chamba district of Himachal Pradesh by JSW Energy,JSW Energy Kutehr Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"873,698",Asia,2020-07-20,2016-10-01,2026-09-30
2055,Shaoguan City Shaoneng Biomass Power Generation Project,"Guangdong Shaoneng Group Co.,Ltd.",Energy industries (renewable/non-renewable sources),,ACM0018,Rejected by Administrator,China,"190,158",Asia,2020-07-31,,
2041,123 MW SOLAR PV IPP PROJECT ON LANDFILL IN BAHRAIN,South Pole Carbon Asset Management Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Bahrain,"203,808",Middle East,2020-08-26,2021-08-01,2031-07-31
2042,Renewable Wind Power Project by Adani,Adani Green Energy Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"172,333",Asia,2021-03-24,2019-06-29,2029-06-28
2043,Renewable Solar Power Project by Adani,Adani Green Energy Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"437,825",Asia,2020-07-30,2019-08-02,2029-08-01
2044,Renewable Wind Power Project by Torrent Power,Torrent Power Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Under development,India,"1,709,859",Asia,,2018-01-20,2028-01-19
2045,Huaneng Tuokexun Baiyanghe First Stage 49.5MW wind farm project,Huaneng Tulufan Wind Power Generation Company Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Withdrawn,China,"98,699",,,,
2046,200 MW Kom Ombo Solar PV Power Project In Egypt,ACWA Power Komombo for Energy,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Egypt,"340,821",Africa,2021-03-10,2021-04-01,2031-03-31
2047,20 MW Capacity Biomass based Power Project of M/s. SHALIVAHANA GREEN ENERGY LIMITED,Shalivahana Green Energy Limited,Energy industries (renewable/non-renewable sources),,ACM0018,Under development,India,"87,446",Asia,,,
2040,Vinh Hao 6 Solar Power Project,Vinh Hao 6 Power Limited Liability Company,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Viet Nam,"83,750",Asia,2020-12-14,2019-06-18,2029-06-17
2031,ReNew Power bundled Wind Project,ReNew Power Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Rejected by Administrator,India,"984,764",Asia,,2018-08-21,2028-08-20
2032,300 MW Solar Project by Avaada in Gujarat (India),Avaada Sunrise Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Rejected by Administrator,India,"512,196",Asia,,2020-10-19,2030-10-18
2033,3.5 MW Small Hydro Project In Himachal Pradesh,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"14,462",Asia,2020-08-23,2018-02-23,2028-02-22
